Original_Text,Cleaned_Text,Label
"Hi Support, What are your support operating hours? Discussion follow probably relationship.",What are your support operating hours?,Information
"Hi Support, What are your support operating hours? Player behavior series wide.",What are your support operating hours?,Information
"Hi Support, Please help me change the email address associated with my account. That region while space send history.",Please help me change the email address associated with my account.,Request
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Color guy however control within note.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, Please help me change the email address associated with my account. Else build my provide generation.",Please help me change the email address associated with my account.,Request
"Hi Support, Do you offer a discount for non-profits? Him by woman enjoy.",Do you offer a discount for non-profits?,Information
"Hi Support, I requested a refund 5 days ago, where is it? Number customer arm without very.","I requested a refund 5 days ago, where is it?",Information
"Hi Support, I noticed a double charge on my statement for last month. Cup bring parent tough every while.",I noticed a double charge on my statement for last month.,Problem
"Hi Support, I have been trying to update my payment method but it keeps failing. Ground cover risk explain democratic if challenge small.",I have been trying to update my payment method but it keeps failing.,Request
"Hi Support, I would like to request a demo for my team. Teacher series whose a also citizen argue.",I would like to request a demo for my team.,Request
"Hi Support, I am not receiving the password reset email. Happy same how yes house return former.",I am not receiving the password reset email.,Request
"Hi Support, My profile picture is not updating. Market current cut cup animal themselves industry by.",My profile picture is not updating.,Problem
"Hi Support, I am not receiving the password reset email. Throughout fall boy later than.",I am not receiving the password reset email.,Request
"Hi Support, How do I upgrade to the Enterprise plan? Pay ten woman pass.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, Can you send me the invoice for transaction #99283? Scene late see security.",Can you send me the invoice for transaction #99283?,Request
"Hi Support, How does the team pricing tier work? Protect top method sell field.",How does the team pricing tier work?,Information
"Hi Support, Where is your headquarters located? Else seat tell simple against pick within.",Where is your headquarters located?,Information
"Hi Support, How do I upgrade to the Enterprise plan? Spring now family nor news give.",How do I upgrade to the Enterprise plan?,Information
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Standard effort international after visit fact us.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Energy either generation company put.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, Do you offer a discount for non-profits? Join money win nothing debate right reveal.",Do you offer a discount for non-profits?,Information
"Hi Support, We are receiving a 500 Internal Server Error on the API endpoint. Morning theory assume pretty.",We are receiving a 500 Internal Server Error on the API endpoint.,Problem
"Hi Support, My data hasn't synced to the cloud for 24 hours. Others teach free hold cell activity here.",My data hasn't synced to the cloud for 24 hours.,Problem
"Hi Support, The dashboard is not loading any data, just a spinning wheel. Whose not surface table offer long.","The dashboard is not loading any data, just a spinning wheel.",Problem
"Hi Support, I would like to request a demo for my team. Surface analysis central station smile discussion.",I would like to request a demo for my team.,Request
"Hi Support, The application crashes every time I open the settings tab. Picture guy professor natural lead car several.",The application crashes every time I open the settings tab.,Problem
